Step,Value
18,-119.0556
24,-122.1501
40,-93.235092
42,-92.7226428
45,-66.75038052
56,-75.075402455622
71,-82.5741112224378
74,-57.616702100194
94,-66.7251229149306
106,-43.3526126234375
126,-54.0174113487158
155,-31.9156722138442
158,-12.0241069924597
167,5.87830170678626
183,21.9904695361076
185,36.4914205824969
229,49.5422765242472
234,29.5879888842005
249,11.7590989710244
255,27.283187073922
260,41.2548663665298
267,53.8293777298768
273,65.1464379568891
308,43.7617031364442
310,56.0855308227998
318,67.1769757405198
339,77.1592761664678
347,54.573257525065
367,34.1096827601805
421,15.6986544965405
422,-0.741301977869568
439,16.0328262199174
442,-0.440547426830335
445,16.3035053158527
460,31.3731527842674
463,44.9358355058407
464,25.4360029428786
474,7.88615363621278
493,23.7975362725915
514,38.1177806453323
531,51.0060005807991
536,31.0353094979632
563,12.9317185605449
573,28.3385447044904
579,10.5046302464193
586,26.1541652217774
587,40.2387466995997
620,52.9148700296397
622,64.3233810266757
634,74.5910409240082
641,52.2618458068513
642,63.7356592261662
644,74.0620913035496
647,51.6496331608166
649,31.484609857113
661,13.3360888837797
671,28.7024779954017
714,10.9621391711055
722,26.565923253995
730,8.90308191621747
739,-6.98728626302628
752,-21.1586486614796
756,-2.34278579533168
765,-17.1085672034205
769,-30.4039594954565
771,-10.6635655459108
773,-24.6034580036977
780,-37.14317219095
785,-16.728856971855
787,1.64402672533055
792,18.1796220527975
794,33.0616578475177
798,46.455490062766
802,58.5099390564894
808,37.6588851632184
809,18.8929366592746
832,33.7036409933471
836,15.4631858692564
869,-0.953223742425195
876,-15.8579613558047
882,-29.2722252078462
896,-9.6450046870616
900,-23.6805642059774
907,-4.6125097853797
909,12.5487391931583
917,27.9938632738424
931,10.1944169588362
932,-5.83127374942541
942,-20.2543953868609
945,-1.52895784817477
954,-16.3823110757353
962,-29.7441399557838
971,-10.0697279602054
972,7.63724283581513
978,-8.13273046014439
979,9.38054058587005
984,-6.42760449747297
1002,10.9151539522743
1005,26.5236365570469
1014,8.8712129137202
1044,-7.0221573900298
1057,10.3800563489732
1063,26.0420487140759
1066,8.43778385504629
1068,24.2940034695417
1072,38.5646011225875
1078,51.4081390103287
1083,31.2672651216739
1093,13.2704475847505
1099,28.6434008262754
1104,10.7728117312699
1114,26.3955285581429
1156,40.4559737023286
1160,53.1103743320957
1161,64.4993348988862
1162,43.0493414213756
1180,55.444405279238
1193,66.5999627513142
1206,57.3179064761828
1232,68.2861138285645
1244,78.157500445708
1255,87.0417484011372
1258,95.0375715610235
1261,70.5337544049212
1281,80.180376964429
1287,88.8623372679861
1294,96.6761015411875
1300,103.708489387069
1316,110.037638448362
1319,115.733872603526
1330,107.727425343173
1333,113.654680808856
1336,118.98921072797
1337,123.790287655173
1385,96.5411678648999
1388,72.0169600536539
1391,81.5152620482885
1392,90.0637338434596
1414,97.7573584591137
1426,104.681620613202
1436,79.3433675271261
1440,88.1090287744135
1465,64.2980659093501
1466,42.8681993307931
1477,23.7112883729578
1485,38.040157535662
1489,19.3660507573398
1491,34.1294436816058
1523,47.4164973134452
1527,27.6747875944787
1552,41.6073068350309
