Step,Value
18,4.7244
24,-10.7481
40,-24.67335
42,-5.63598597648181
45,-20.0724473788336
56,-33.0652626409503
71,-44.7587963768552
74,-23.7128877156515
94,-36.3416589440864
106,-16.0013060379187
126,-29.4012354341268
155,-41.4611718907141
158,-52.3151147016427
167,-30.3774162197194
183,-42.3397345977474
185,-53.1058211379727
229,-31.0890520124163
234,-11.2801488229338
249,-25.1521939406404
255,-37.6370345465764
260,-48.8733910919188
267,-27.2798649709678
273,-39.551938473871
308,-50.596804626484
310,-60.5371841638355
318,-69.483525747452
339,-45.8351751844659
347,-56.2517176660193
367,-65.6266058994174
421,-74.0640053094756
422,-81.6576647785281
439,-88.4919583006753
442,-94.6428224706078
445,-100.178600223547
460,-73.5907111776741
463,-81.2317000599067
464,-88.108590053916
474,-62.5977330602836
493,-71.3380197542552
514,-47.5042197905888
531,-57.7538578115299
536,-66.978532030377
563,-43.7106498038211
573,-54.339644823439
579,-63.9057403410951
586,-40.8089792952265
587,-51.7281413657038
620,-29.9852982056153
622,-41.9868283850537
634,-52.7882055465484
641,-30.8031979801345
642,-42.722938182121
644,-53.4507043639089
647,-63.105693927518
649,-71.7951845347662
661,-48.0456370577714
671,-58.2411333519943
714,-35.7108330050358
722,-15.4397517162913
730,-28.8958365446622
739,-9.30625490195507
752,-23.3756894117596
756,-4.3381224823427
765,-18.9043702341085
769,-32.0139932106976
771,-12.2425648661097
773,-26.0183683794987
780,-38.4165915415489
785,-17.8749343991531
787,-31.0875009592378
792,-42.978810863314
794,-53.6809897769826
798,-31.6128928110434
802,-11.74541651818
808,5.99915415715617
809,22.1054257531997
832,36.6010701896388
836,17.9409031706749
869,1.14675285360741
876,-13.9679824317533
882,4.13500282318108
896,20.4215005291039
900,3.37929047619346
907,19.7475484403332
909,2.7727335962999
917,19.0654892601881
931,33.8589383224102
932,15.4729844901692
942,-1.07437395884776
945,15.7330614252779
954,-0.840304717249893
962,-15.7563342455249
971,-29.1807608209724
972,-9.56268675063427
978,-23.6064780755708
979,-4.67580124449557
984,-19.208281120046
1002,-32.2875130080414
1005,-12.3525746954782
1014,-26.1173772259303
1044,-38.5056995033373
1057,-49.6551895530036
1063,-59.6897305977032
1066,-37.0145705261738
1068,-48.3131734735564
1072,-26.9118271026826
1078,-7.65061536889618
1083,-21.8856138320066
1093,-2.99705446056501
1099,13.8726800090097
1104,-2.51464799189125
1114,14.4430038190569
1156,29.6987014253922
1160,11.7287712828529
1161,27.2558921428086
1162,41.1003319520459
1180,21.9902387568413
1193,36.3612439046753
1206,49.295148537726
1232,29.3655736839534
1244,43.1352033273172
1255,23.8216229945855
1258,6.43940069512692
1261,-9.20459937438579
1281,-23.2841994369472
1287,-35.9558394932525
1294,-15.7902265204091
1300,-29.2112638683682
1316,-41.2901974815314
1319,-20.4611797451373
1330,-33.4151217706236
1333,-45.0736695935612
1336,-55.5663626342051
1337,-33.3035393590255
1385,-13.2669984113639
1388,-26.9403585702275
1391,-39.2463827132048
1392,-18.7517154183661
1414,-0.176545888288558
1426,-15.1589512994597
1436,-28.6431161695137
1440,-40.7788645525624
1465,-51.7010380973062
1466,-29.8247472758165
1477,-41.8423325482349
1485,-52.6581592934114
1489,-62.3924033640702
1491,-39.5831340041451
1523,-50.6248806037305
