Step,Value
18,-149.9817
24,-149.9817
40,-149.9817
42,-149.9817
45,-149.9817
56,-149.9817
71,-149.9817
74,-149.9817
94,-116.820098975296
106,-120.136259077767
126,-123.12080316999
155,-125.806892852991
158,-95.0627725429881
167,-100.554665288689
183,-72.1927457474684
185,-79.9716411727216
229,-86.9726470554495
234,-93.2735523499045
249,-98.9443671149141
255,-104.048100403423
260,-108.64146036308
267,-79.4773623391243
273,-86.5277961052119
308,-59.5685634823388
310,-68.6098771341049
318,-43.4424364083426
339,-20.7982407798602
347,-33.7165867018742
367,-45.3430980316868
421,-22.5023352161662
422,-1.94564868219771
439,-16.7492538139779
442,-30.0724984325801
445,-42.0634185893221
460,-52.8552467303899
463,-62.5678920573509
464,-71.3092728516158
474,-79.1765155664543
493,-86.2570340098088
514,-59.3313786211799
531,-68.3964107590619
536,-76.5549396831557
563,-83.8976157148401
573,-57.3444231186523
579,-66.6081508067871
586,-74.9455057261084
587,-82.4491251534975
620,-89.2023826381478
622,-95.280314374333
634,-100.7504529369
641,-105.67357764321
642,-76.7997668665369
644,-84.1179601798832
647,-57.399711149543
649,-33.3597880469406
661,-45.0219792422465
671,-55.5179513180219
714,-64.9643261862197
722,-73.4660635675977
730,-81.117627210838
739,-88.0040344897542
752,-60.8971780284269
756,-69.8056302255842
765,-44.661636178322
769,-21.8890195481379
771,-1.40016560567602
773,-16.2583190451084
780,-29.6306571405976
785,-41.6657614265378
787,-19.1992332962359
792,-32.2774799666124
794,-10.8863009452473
798,-24.7958408507226
802,-4.15282574094655
808,-18.7357131668519
809,1.30128917453709
832,19.4776132694352
836,2.53168194249173
869,-12.7196562517574
876,-26.4458606265817
882,-5.63784353921974
896,-20.0722291852978
900,-33.063176266768
907,-44.7550286400912
909,-55.2776957760821
917,-31.4499742108258
931,-9.99852377739134
932,-23.9968413996522
942,-3.29070424733513
945,15.3448191897503
954,-1.18783272922474
962,-16.0672194563023
971,-29.458667510672
972,-8.34936973490105
978,10.6489982632928
979,-5.41407156303643
984,-19.8708344067328
1002,-32.8819209660595
