Step,Value
6232,171.94222864123
6237,171.948334801765
6244,171.953830346247
6250,171.95877633628
6263,171.96322772731
6289,171.967233979238
6312,171.970839605972
6316,171.974084670033
6317,171.977005227688
6324,171.979633729577
6341,171.981999381278
6352,171.984128467808
6363,171.986044645686
6370,171.987769205775
6376,138.888932285198
6400,142.200368081336
6455,145.180660297861
6459,147.862923292733
6472,150.276959988118
6487,152.449593013964
6495,154.404962737226
6496,156.164795488162
6500,157.748644964004
6510,159.174109492261
6520,160.457027567694
6521,161.611653835582
6522,162.650817476682
6530,163.586064753672
6550,164.427787302963
6574,165.185337597325
6581,165.867132862251
6584,166.480748600684
6594,133.932613740616
6603,137.739681391212
6606,141.166042276749
6616,144.249767073732
6621,147.025119391017
6657,149.522936476574
6666,151.770971853575
6668,153.794203692875
6672,155.615112348246
6678,157.25393013808
6681,158.72886614893
6688,160.056308558695
6696,161.251006727484
6699,129.225846054735
6707,133.50359047392
6711,137.353560451186
6715,140.818533430726
6738,143.937009112311
6742,146.743637225739
6749,149.269602527823
6753,151.542971299699
6764,153.589003194387
6776,155.430431899607
6792,157.087717734304
6817,158.579274985532
6832,159.921676511637
6846,161.129837885131
6854,162.217183121276
6862,163.195793833807
6868,164.076543475085
6869,164.869218152234
6895,165.582625361669
6909,166.22469185016
6934,166.802551689803
6951,167.32262554548
6963,167.790692015591
6966,168.21195183869
6972,168.591085679479
6990,168.932306136189
6992,169.239404547229
7010,169.515793117164
7014,169.764542830106
7035,169.988417571753
7039,170.189904839236
7046,170.371243379971
7059,170.534448066632
7065,170.681332284627
7079,170.813528080822
7091,170.932504297398
7106,171.039582892317
7114,171.135953627743
7115,171.222687289627
7137,171.300747585323
7141,171.371001851449
7155,171.434230690962
7167,171.491136646524
7168,171.54235200653
7175,171.588445830535
7189,171.62993027214
7195,171.667266269584
7202,171.700868667284
7204,171.731110825214
7213,171.75832876735
7215,171.782824915274
7216,171.804871448404
7235,171.824713328222
7238,171.842571020058
7247,171.858642942711
7260,171.873107673098
7284,171.886125930446
7300,171.89784236206
7311,171.908387150512
7329,171.917877460119
7339,171.926418738765
7340,171.934105889547
7346,171.94102432525
7353,171.947250917384
7357,171.952854850303
7358,171.957898389931
7359,171.962437575596
7381,171.966522842695
7382,171.970199583084
7386,171.973508649433
7388,171.976486809148
7397,171.979167152892
7401,171.981579462261
7430,171.983750540693
7431,171.985704511282
7440,171.987463084812
7443,171.989045800989
7450,171.990470245548
7460,171.991752245652
7461,171.992906045745
7463,171.993944465828
7468,171.994879043904
7474,171.995720164172
7478,171.996477172413
7480,171.997158479829
7496,138.897382631847
7502,142.20797339332
7503,145.187505078646
7511,147.86908359544
7530,150.282504260554
7547,152.454582859157
7573,154.409453597899
7596,156.168837262768
7609,157.752282561149
7612,159.177383329692
7643,160.459974021381
7644,161.614305643901
7660,162.653204104169
7661,163.588212718411
7671,164.429720471228
7674,165.187077448763
7676,165.868698728545
7687,166.482157880349
7693,167.034271116972
7696,167.531173029933
7700,167.978384751598
7718,168.380875301096
7719,168.743116795645
7723,169.069134140739
7726,169.362549751323
7728,169.626623800849
7742,169.864290445422
7746,170.078190425538
7757,170.270700407643
7760,170.443959391537
7780,170.599892477041
7788,170.740232253995
7798,170.866538053254
7799,170.980213272587
7810,171.082520969986
7833,171.174597897646
7838,171.257467132539
7855,171.332049443944
7899,171.399173524208
7900,171.459585196445
7904,171.513955701459
7908,171.562889155971
7926,171.606929265032
7932,171.646565363187
7975,171.682237851527
7983,171.714343091032
7991,171.743237806587
7992,171.769243050587
8009,171.792647770186
8022,171.813712017826
8026,171.832669840701
8037,171.849731881289
8049,171.865087717819
8052,171.878907970695
8054,171.891346198284
8058,171.902540603114
8066,171.91261556746
8126,171.921683035373
8132,171.929843756493
8133,138.836799380844
8150,142.153448467418
8157,145.138432645334
8180,147.824918405459
8184,150.242755589571
8195,152.418809055272
8198,154.377257174403
8215,156.139860481621
8221,157.726203458117
8234,159.153912136964
8254,160.438849947926
8263,161.595293977791
8279,162.63609360467
8281,163.572813268861
8290,164.415860966634
8299,165.174603894628
8307,165.857472529824
8327,166.4720543015
8329,167.025177896008
8332,167.522989131065
8334,167.971019242617
8340,168.374246343013
8352,168.73715073337
8353,169.063764684691
8360,169.357717240881
8363,169.622274541451
8368,169.860376111964
8375,170.074667525426
8377,170.267529797541
8428,170.441105842445
8439,170.597324282859
8442,170.737920879231
8447,170.864457815966
8463,170.978341059028
8467,171.080835977783
8468,171.173081404663
8470,171.256102288855
8480,171.330821084628
8484,171.398068000823
8488,171.458590225399
8497,171.513060227517
8498,171.562083229424
8503,171.60620393114
8507,171.645912562684
8508,171.681650331074
8523,171.713814322625
8554,171.74276191502
8566,171.768814748176
8573,171.792262298017
8578,171.813365092874
8592,171.832357608244
8601,171.849450872078
8616,171.864834809529
8627,171.878680353234
8634,171.891141342569
8635,171.90235623297
8644,171.912449634331
8682,171.921533695556
8685,171.929709350659
8687,171.937067440251
8690,171.943689720884
