Step,Value
18,-149.9817
24,-149.9817
40,-115.175345975296
42,-118.655981377767
45,-121.78855323999
56,-124.607867915991
71,-93.8471291367438
74,-66.1559632107175
94,-41.2339138772939
106,-18.8105705019164
126,1.37693956062714
155,-13.7589243954355
158,-27.381201955892
167,-6.34312977265472
183,12.5911351922589
185,-3.66614832696703
229,15.0004184933778
234,31.8003286316881
249,48.4284797932231
255,61.8920848262527
260,40.7047063436274
267,54.9406887216165
273,34.4484498494549
308,49.3035568521575
310,29.3750311669417
318,11.4393580502476
339,28.5953742328709
347,44.0357887972319
367,24.6340399175087
421,7.17246592575785
422,-8.54295066681792
439,-22.6868256001361
442,-0.609959015418724
445,-15.5471331138768
460,-28.9905898024892
463,-41.0897008222402
464,-51.9789007400162
474,-26.9728266413108
493,-4.46735995247593
514,-19.0187939572283
531,-32.1150845615055
536,-10.5971230930031
563,-24.5355807837028
573,-2.2738386806287
579,-17.0446248125658
586,4.46802169339458
587,-10.9769504759449
620,-24.8774254283504
622,-4.08973089786724
634,14.6256952042714
641,32.971309708548
642,47.9741307253413
644,28.1785476528072
647,10.3625228875265
649,-5.6718994012262
661,-20.1028794611036
671,-33.0907615149932
714,-44.7798553634939
722,-55.3000398271446
730,-64.7682058444301
739,-73.2895552599871
752,-80.9587697339884
756,-87.8610627605896
765,-94.0731264845306
769,-64.8576298113738
771,-38.5636828055326
773,-49.7054845249793
780,-59.7331060724814
785,-68.7579654652333
787,-76.88033891871
792,-84.190475026839
794,-90.7695975241551
798,-96.6908077717396
802,-102.019896994566
808,-106.816077295109
809,-111.132639565598
832,-81.7129225966865
836,-88.5398003370179
869,-61.3793672909642
876,-36.9349775495159
882,-48.2396497945643
896,-58.4138548151078
900,-67.5706393335971
907,-42.5071223878855
909,-19.949957136745
917,-32.9531314230705
931,-44.6559882807635
932,-55.1885594526871
942,-64.6678735074184
945,-73.1992561566766
954,-80.8775005410089
962,-87.7879204869081
971,-94.0072984382172
972,-99.6047385943955
978,-104.642434734956
979,-75.8717382491085
984,-83.2827344241977
1002,-89.9526309817779
