Step,Value
18,-150.0059
24,-112.559458972104
40,-116.304103074894
42,-119.674282767404
45,-122.707444490664
56,-125.437290041598
71,-127.894151037438
74,-130.105325933694
94,-94.4874403263768
106,-100.039286293739
126,-105.035947664365
155,-109.532942897929
158,-113.580238608136
167,-117.222804747322
183,-120.50111427259
185,-85.8509908592789
229,-54.6585387594032
234,-64.1932748834629
249,-72.7745373951166
255,-80.4976736556049
260,-87.4484962900445
267,-93.70423666104
273,-99.334402994936
308,-66.7936096814946
310,-75.1148387133452
318,-82.6039448420106
339,-51.8976993299138
347,-61.7085193969224
367,-70.5382574572302
421,-78.4850217115071
422,-85.6371095403564
439,-54.627547558425
442,-64.1653828025825
445,-72.7494345223243
460,-80.4750810700919
463,-49.8275609770306
464,-59.8453948793275
474,-31.2535023774469
493,-43.1287421397023
514,-16.2158559396799
531,-29.5948603457119
536,-4.02802129719288
563,18.9747928185785
573,39.6773255227727
579,58.1554439983913
586,37.3393095985521
587,56.0512296665927
620,35.4455166999334
622,16.9003750299401
634,37.8103495129982
641,56.4751655895942
642,73.4276610166868
644,51.0843049150182
647,30.9752844235164
649,12.8771659811647
661,-3.41114061695174
671,-18.0706165552566
714,6.34379811421698
722,-9.29117169720473
730,14.2452984864636
739,35.4281216517651
752,16.8847194865886
756,37.8036005518776
765,19.0226504966899
769,39.7277384609688
771,20.7543746148719
773,3.67834715338472
780,25.9178654519941
785,45.9260908928468
787,63.94083481751
792,79.9926023636548
794,56.9927521272893
798,36.2928869145604
802,17.6630082231044
808,38.3425584286897
809,19.5077125858208
832,2.5563513272387
836,24.9080692084627
869,45.0246153015644
876,63.1295067853558
882,41.8159661068202
896,22.6337794961382
900,5.36981154652443
907,27.2786814197678
909,46.9966643056868
917,27.2964078751181
931,47.1741201015542
932,65.0640611053467
942,43.557064994812
945,24.2007684953308
954,6.78010164579774
962,-8.89849851878205
971,14.5913633191483
972,-1.86836301276657
978,20.7643243164059
979,3.6873018847653
984,-11.6820183037112
1002,-25.5144064733401
1005,-37.9635558260061
1014,-11.5671882573534
1044,-25.4110594316181
1057,-0.262600474508361
1063,22.3710125868903
1066,5.1333213282013
1068,-10.3806008046188
1072,13.2574712618951
1078,-3.06886586429439
1083,-17.7625692778649
1093,-30.9869023500785
1099,-42.8888021150706
1104,-53.6005119035635
1114,-63.2410507132072
1156,-71.9175356418865
1160,-79.7263720776978
1161,-86.7543248699281
1162,-93.0794823829353
1180,-98.7721241446418
1193,-103.895501730178
1206,-108.50654155716
1232,-75.0558754153917
1244,-82.5508778738526
1255,-89.2963800864673
1258,-95.3673320778206
1261,-100.831188870039
1281,-105.748659983035
1287,-72.5737819986792
1294,-42.7163918127592
1300,-53.4453426314832
1316,-63.1013983683349
1319,-71.7918485315014
1330,-42.0126516922992
1333,-52.8119765230693
1336,-25.0849278428665
1337,0.0235769274721918
1385,-14.979370765275
1388,8.96441733914827
1391,30.6679875912855
1392,50.0470398600528
1414,67.6423478600996
1426,45.8775230740896
1436,26.2891807666807
1440,8.6596726900126
1465,-7.20688457898865
1466,-21.4867861210898
1477,-34.3386975089808
1485,-8.45897673018695
1489,14.9869329288838
1491,-1.51235036400453
1523,-16.3617053276041
1527,-29.7261247948437
1552,-4.15350032930726
1568,-18.7387402963765
1569,-31.8654562667389
1584,-43.679500640065
1588,-54.3121405760585
1604,-63.8815165184527
1605,-34.8860118526595
1627,-46.3980006673936
1632,-19.1508475867063
1637,-32.2363528280357
1640,-6.40536453128428
1645,-20.7654180781558
1648,-33.6894662703403
1660,-7.71316662935834
1668,-21.9424399664225
1675,-34.7487859697802
1682,-46.2744973728022
1691,-56.647637635522
1695,-65.9834638719698
1697,-36.7777644708249
1699,-10.4926350097946
1702,13.1639815051328
1709,34.4549363685674
1718,53.6167957456586
1728,70.8624691850406
1732,86.3835752804844
1734,100.352570766384
1737,75.3167236897455
1742,90.3924043347188
1745,66.3525739012469
1746,44.7167265111223
1766,62.8524068739579
1775,79.17451920051
1781,56.256477280459
1788,73.238182566361
1789,88.5217173236728
1798,64.6689555913055
1805,43.2014700321749
1826,61.4886760429054
1830,77.9471614525627
1840,55.1518553073064
1844,72.2440227905236
1853,87.4654715393671
1866,101.326277399378
1869,113.801002673388
1875,125.028255419997
1877,135.132782891946
1911,144.065355630647
1917,152.26617308153
1934,159.646908787325
1944,128.681627908592
1947,138.420818131681
1949,147.186089332461
1967,155.074833413163
1981,162.174703085794
1983,168.564585791163
2001,174.315480225994
2005,179.491285217343
2013,184.149509709556
2030,188.341911752549
2036,192.115073591242
2060,195.510919246065
2073,198.567180335407
2076,201.317815315814
2077,203.793386798181
2079,206.02140113231
2081,208.026614033027
2085,209.831305643672
2089,211.455528093253
2096,212.917328297876
2111,214.232948482036
2145,215.41700664778
2149,216.48265899695
2156,179.833803097255
2165,146.84983278753
2177,154.772202522725
2187,161.9023352844
2189,130.71151175596
2191,140.247713594312
2196,148.830295248829
2199,156.554618737894
2207,125.898566864104
2211,135.916063191642
2231,144.931809886426
2236,153.045981911731
2237,160.348736734506
2239,129.313273061055
2242,101.38135575495
2246,113.850573193403
2247,125.07286888801
2254,97.5649919992092
2257,110.415845813236
2262,121.98161424586
2281,94.7828628212744
2291,107.911929553095
2297,119.720748583837
2303,130.356026739402
2307,102.319834065461
2319,114.695203672863
2320,88.2250933055768
2345,102.009936988967
2354,114.416296304018
2389,125.582019687564
2390,98.0232277188079
2392,110.828257960875
2436,122.352785178735
2444,132.717518646914
2451,104.445176782223
2453,79.0000691040003
2455,56.0994721936002
2460,35.4889349742402
2485,54.5473944907641
2486,71.7000080556356
2496,87.1373602640199
2498,63.4230342376179
2503,79.688083827804
2517,94.3266284589715
2523,107.501318627022
2532,81.75059676432
2547,96.1828901018359
2551,71.5640110916523
2553,49.407019982487
2578,29.4657279842384
2590,11.5185651858145
2600,32.974061681181
2606,52.2840085270108
2623,69.6629606882576
2629,85.3040176333797
2630,99.3809688839896
2644,112.050225009539
2650,123.452555522533
2655,133.714652984227
2678,142.950540699752
2685,151.262839643725
2690,121.135965679353
2703,131.629722125365
2710,141.074102926777
2725,111.966102634099
2737,85.768902370689
2740,99.799365147568
2754,112.426781646759
2789,123.791456496031
2790,134.019663860376
2791,105.617107474338
2809,80.0548067269045
2824,57.048736054214
2872,73.9512154627405
2881,51.5555039164665
2890,69.0073065387677
2896,47.105985884891
2917,65.0027403103498
2919,81.1098192932627
2920,95.6061903778843
2967,108.652924354044
2975,82.7870419186394
2998,59.5077477267754
3007,38.5563829540979
3011,57.308097672636
3015,36.5766979053724
3027,55.5263811287831
3030,72.5810960298527
3038,50.3223964268674
3041,67.8975097981285
3065,46.1071688183157
3069,64.103804950432
3071,80.3007774693367
3099,57.270109722403
3122,74.1504517641106
3137,89.3427596016474
3145,103.015836655431
3150,115.321606003835
3155,126.3967984174
3161,136.364471589608
3177,107.727434430647
3195,119.56204400153
3196,130.213192615325
3203,102.191283353793
3206,114.579508032361
3230,125.728910243073
3233,135.763372232714
3240,144.79438802339
3243,115.314359221051
3244,126.390276312894
3246,98.7506586816045
3247,111.482945827392
3272,122.942004258601
3281,133.255156846688
3305,104.92905116202
3313,117.043499059766
3327,127.946502167737
3328,100.151261950963
3345,112.743488769815
3374,86.4685498928333
3376,100.429047917498
3386,75.3855531257481
3403,52.8464078131733
3408,70.1691200458039
3430,48.1516180412235
3438,65.943809251049
3449,81.956781339892
3451,96.3684562198507
3458,109.338963611814
3464,83.4044772506322
3471,60.063439525569
3477,76.6644485869599
3480,53.9974137282639
3497,33.5970823554375
3509,52.8447271338417
3512,70.1676074344054
3519,48.1502566909649
3535,28.3346410218684
3537,10.5005869196816
3543,32.0578812416613
3547,13.8515031174952
3563,-2.53423719425433
3580,-17.2814034748289
3600,-30.553853127346
3618,-4.89111480066353
3620,-19.4025933205972
3622,-32.4629239885375
3625,-44.2172215896837
3628,-54.7960894307153
3645,-64.3170704876438
3656,-72.8859534388795
3670,-80.5979480949915
3700,-87.5387432854924
3702,-93.7854589569431
3726,-61.7995600473009
3730,-33.012251028623
3732,-7.10367291181279
3738,16.2140473933164
3741,37.1999956679326
3743,56.0873491150873
3752,35.4780242035785
3759,16.9296317832207
3772,0.236078604898637
3780,-14.7881192555912
3793,9.29804568391577
3795,30.9755941294721
3798,12.8774447165249
3814,-3.41088975512758
3819,19.5375522343331
3821,2.58320701089974
3831,24.9322393237577
